"index_no";"Company";"TypeName";"inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"Price"
336;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.48;67559
338;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.84;60952
339;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"1024";"0";"Intel";"  HD Graphics 500";"linux";2.0;14651
340;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Nvidia";"  GeForce 940MX";"windows";2.0;60886
341;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";"  HD Graphics";"linux";2.2;14647
342;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";"3.60";12;"HDD";"2048";"0";"AMD";"  Radeon 530";"windows";2.2;47899
343;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";"2.40";8;"HDD";"1024";"0";"Nvidia";"  GeForce 930MX ";"windows";2.1;38148
344;"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;"Intel";"Core i7";"1.80";16;"SSD";"512";"0";"Intel";"  UHD Graphics 620";"windows";1.4;111835
345;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"  UHD Graphics 620";"windows";1.2;84129
346;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"2048";"Nvidia";"  GeForce GTX 1050 Ti";"windows";2.4;60153
347;"HP";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";"1.60";2;"Flash Storage";"32";"0";"Intel";"  HD Graphics 400";"windows";1.44;14865
348;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";"1.90";16;"SSD";"512";"  256GB SSD";"Intel";"  UHD Graphics 620";"windows";1.88;85672
349;"Asus";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics 500";"windows";1.5;19980
350;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";"1.60";8;"HDD";"1024";"0";"AMD";"  Radeon 530";"windows";0.0;35325
352;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.84;69477
353;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1060";"windows";2.7;75072
354;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"  Quadro M1200";"windows";2.6;92615
355;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Nvidia";"  GeForce 930M";"windows";2.4;74752
356;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"1.80";8;"Hybrid";"128";"2048";"AMD";"  Radeon 530";"windows";2.02;51730
357;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"1024";"0";"Intel";"  HD Graphics 500";"N/A";2.2;17156
358;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1050";"windows";2.65;53227
359;"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i5";"2.50";8;"HDD";"2048";"0";"Intel";"  HD Graphics 620";"windows";2.36;29697
360;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.36;76031
361;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"windows";1.86;23390
362;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";2.0;50350
363;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";"2.50";6;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 940MX";"windows";2.8;38308
364;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"windows";1.86;34046
365;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";8;"SSD";"256";"0";"Nvidia";"  GeForce 920MX ";"N/A";2.2;26587
366;"HP";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";"1.60";8;"HDD";"2048";"0";"Intel";"  HD Graphics 405";"windows";2.04;20726
367;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";"1.60";8;"Hybrid";"128";"1024";"AMD";"  Radeon 530";"windows";2.8;57809
368;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050";"N/A";2.4;43104
369;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"AMD";"  Radeon R7 M445";"windows";2.33;47899
370;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.36;93240
371;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";"2.70";12;"Hybrid";"512";"2048";"Nvidia";"  GeForce GT 940MX";"windows";2.26;58555
372;"Acer";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";"3.00";4;"SSD";"128";"0";"AMD";"  Radeon R5";"windows";2.1;22697
373;"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";"3.00";16;"Hybrid";"256";"1024";"AMD";"  Radeon RX 580";"windows";3.25;117163
374;"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A8-Series 7410";"2.20";4;"SSD";"128";"0";"AMD";"  Radeon R5";"windows";2.6;26054
375;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"  UHD Graphics 620";"windows";1.62;46301
376;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";"3.00";4;"SSD";"256";"0";"AMD";"  Radeon R5";"windows";1.91;26053
377;"Lenovo";"Netbook";11.6;1366;768;0;"Intel";"Celeron Quad";"1.10";4;"SSD";"128";"0";"Intel";"  HD Graphics 500";"windows";1.59;29464
378;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";"  HD Graphics 400";"windows";1.8;16464
379;"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics 500";"windows";1.5;15238
380;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1050";"linux";2.4;45075
381;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050";"windows";3.35;63456
382;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"  HD Graphics 520";"N/A";1.85;21498
383;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1060";"windows";2.3;88178
384;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"  GeForce 940MX";"windows";1.5;58555
385;"Asus";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.1;93181
386;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.13;121585
387;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Intel";"  HD Graphics 620";"windows";1.5;29251
388;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i5";"2.60";8;"HDD";"500";"0";"AMD";"  FirePro W5130M";"windows";2.23;72940
389;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";"  Quadro M1200";"windows";2.0;113753
390;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.42;133680
391;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1050";"windows";3.0;55358
392;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1050 Ti";"windows";3.0;84768
393;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"1.60";12;"HDD";"1024";"0";"Nvidia";"  GeForce MX130";"windows";2.2;36976
394;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"  GeForce GTX 1050 Ti";"windows";2.7;71875
395;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"AMD";"  Radeon R7 M445";"linux";2.33;41498
396;"HP";"Ultrabook";15.6;1920;1080;0;"AMD";"A9-Series 9420";"3.00";4;"SSD";"256";"0";"AMD";"  Radeon 520";"windows";1.91;26587
397;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"AMD";"  Radeon RX 550";"windows";2.1;65511
398;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.9;49977
399;"Dell";"Workstation";15.6;3840;2160;1;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"  Quadro M1200";"windows";1.78;144495
400;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";"2.70";16;"SSD";"1024";"0";"Intel";"  HD Graphics 620";"windows";1.13;139860
401;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";"1.10";4;"HDD";"1024";"0";"Intel";"  HD Graphics 500";"windows";2.2;16304
402;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1050";"windows";2.9;81465
403;"Lenovo";"Notebook";25.6;1920;1080;0;"Intel";"Core i5";"1.60";8;"Hybrid";"256";"1024";"AMD";"  Radeon RX 550";"windows";2.1;60979
404;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"  GeForce GTX 1050";"linux";2.5;46833
405;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1070";"windows";2.8;119827
406;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.1;99793
407;"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Intel";"  HD Graphics 520";"windows";1.2;93080
408;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"512";"0";"Intel";"  HD Graphics";"windows";1.36;89510
409;"Lenovo";"Notebook";35.6;1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"windows";2.2;21792
410;"Lenovo";"Notebook";11.6;1366;768;0;"Intel";"Celeron Dual";"1.10";2;"Flash Storage";"32";"0";"Intel";"  HD Graphics 500";"windows";1.15;16221
411;"Lenovo";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"512";"0";"Nvidia";"  Quadro M1200";"windows";2.67;102564
412;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";"2.80";8;"SSD";"512";"0";"Nvidia";"  GeForce GT 940MX";"windows";1.7;103523
413;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";"  Radeon 520";"windows";2.1;24988
414;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";1.6;42038
415;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.27;49444
416;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"AMD";"  Radeon R5 M430";"linux";2.3;31909
417;"Dell";"Notebook";13.3;1366;768;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"  HD Graphics 520";"windows";1.65;36710
418;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";1.43;79920
419;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"windows";2.14;28769
420;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"AMD";"  Radeon RX 550";"windows";1.75;64755
421;"Lenovo";"2 in 1 Convertible";15.6;3840;2160;1;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";"  GeForce GTX 1050";"windows";2.0;101179
422;"Chuwi";"Notebook";12.3;2736;1824;0;"Intel";"Celeron Quad";"1.10";6;"Flash Storage";"64";"0";"Intel";"  HD Graphics 500";"windows";1.4;23923
423;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.90";8;"SSD";"256";"0";"Intel";"  HD Graphics 630";"windows";2.31;76031
424;"Asus";"Notebook";35.6;1920;1080;0;"Intel";"Core i3";"2.40";8;"HDD";"1024";"0";"Nvidia";"  GeForce 940MX";"linux";2.3;31808
425;"Dell";"Gaming";27.3;2560;1440;0;"Intel";"Core i7";"2.90";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1070";"windows";4.42;149131
426;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050 Ti";"windows";2.62;61752
427;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"1.80";8;"Hybrid";"256";"2048";"AMD";"  Radeon 530";"windows";2.02;60867
428;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"linux";1.6;58555
429;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";12;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1070";"windows";3.35;106507
430;"Mediacom";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";"Celeron Dual";"1.10";4;"SSD";"32";"0";"Intel";"  HD Graphics 500";"windows";1.16;15931
431;"Samsung";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"16";"0";"Intel";"  HD Graphics 400";"other";1.15;14332
432;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.4;53813
433;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";"2.70";4;"SSD";"128";"0";"Intel";"  HD Graphics 620";"windows";1.7;31915
434;"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";"  GeForce 940MX";"windows";2.3;130270
435;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.90";16;"SSD";"512";"0";"Nvidia";"  Quadro M2200M";"windows";2.5;130483
436;"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1600";"3.20";8;"Hybrid";"256";"1024";"AMD";"  Radeon RX 580";"windows";3.2;90310
437;"HP";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";"  HD Graphics 400";"windows";2.1;18488
438;"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i7";"1.30";16;"SSD";"512";"0";"Intel";"  HD Graphics 615";"other";1.1;117163
439;"Lenovo";"Ultrabook";24.0;2560;1440;0;"Intel";"Core i7";"2.70";24;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.32;126913
440;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"Intel";"  HD Graphics 620";"linux";2.0;29784
441;"Lenovo";"Notebook";17.3;1600;900;0;"AMD";"A6-Series 9220";"2.50";8;"HDD";"1024";"0";"AMD";"  Radeon R4";"windows";2.8;27652
442;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"1.60";4;"SSD";"256";"0";"AMD";"  Radeon 530";"windows";2.2;39907
443;"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.36;76137
444;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";"1.10";4;"SSD";"128";"0";"Intel";"  HD Graphics 505";"windows";2.2;18595
445;"HP";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050";"windows";2.2;58555
446;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.80";8;"SSD";"256";"0";"Nvidia";"  GeForce 930MX";"windows";1.64;62817
447;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"Intel";"  HD Graphics 620";"linux";2.4;23539
448;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Xeon E3-1505M";"3.00";8;"HDD";"64";"1024";"Nvidia";"  Quadro M620";"windows";2.23;106187
449;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"  GeForce GTX 1050";"windows";2.2;54758
450;"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Intel";"  Iris Plus Graphics 640";"windows";1.25;137942
451;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.50";8;"SSD";"128";"0";"Intel";"  HD Graphics 620";"windows";1.91;31382
452;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"256";"0";"Nvidia";"  Quadro M620";"windows";2.17;105228
453;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";"2.90";8;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";2.31;81732
454;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.65;71662
455;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"1.80";8;"Hybrid";"128";"1024";"AMD";"  Radeon 530";"windows";2.36;52161
456;"Dell";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Pentium Quad";"1.60";4;"HDD";"500";"0";"Intel";"  HD Graphics 405";"windows";1.47;25521
457;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1060";"windows";4.42;109011
458;"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core M";"2.20";4;"SSD";"128";"0";"Intel";"  HD Graphics 615";"windows";1.25;52694
459;"Microsoft";"Ultrabook";33.5;2256;1504;1;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";"  Iris Plus Graphics 640";"windows";1.25;95851
460;"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";"2.00";8;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";2.5;34094
461;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Nvidia";"  GeForce 940MX";"windows";2.23;28984
462;"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"SSD";"128";"0";"Intel";"  HD Graphics 400";"windows";1.4;23177
463;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"windows";2.37;39907
464;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"AMD";"  Radeon R7 M460";"N/A";1.5;42571
465;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.90";8;"SSD";"256";"0";"Nvidia";"  Quadro M2200M";"windows";2.67;111355
466;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"500";"0";"Intel";"  HD Graphics 500";"windows";2.0;16197
467;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Nvidia";"  GeForce GTX 940MX";"windows";2.2;24988
468;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"1.60";8;"HDD";"2048";"0";"AMD";"  Radeon 530";"windows";2.02;40440
469;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";12;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1060";"windows";3.78;90523
470;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";"2.60";12;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";1.4;98994
471;"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Intel";"  UHD Graphics 620";"windows";1.29;106507
472;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"500";"0";"AMD";"  FirePro W4190M ";"windows";1.9;61485
473;"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i5";"1.20";8;"SSD";"128";"0";"Intel";"  HD Graphics 615";"other";1.1;67932
474;"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"  UHD Graphics 620";"windows";1.42;98134
475;"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";"2.60";12;"Hybrid";"128";"1024";"Intel";"  HD Graphics 530";"windows";2.06;69211
476;"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i3";"2.30";8;"SSD";"128";"0";"Intel";"  HD Graphics 520";"windows";1.79;39427
478;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"180";"0";"Intel";"  HD Graphics 620";"windows";1.7;72674
480;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.05;89084
481;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Nvidia";"  GeForce 940MX";"windows";2.16;67239
482;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.40";4;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"windows";2.18;31254
483;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";"1.60";4;"SSD";"128";"0";"Intel";"  UHD Graphics 620";"windows";1.49;38681
484;"Chuwi";"Notebook";15.6;1920;1080;0;"Intel";"Atom x5-Z8350";"1.44";4;"Flash Storage";"64";"0";"Intel";"  HD Graphics";"windows";1.89;13261
485;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"  HD Graphics 520";"windows";2.3;30103
486;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"  UHD Graphics 620";"windows";1.75;55891
487;"Dell";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Nvidia";"  Quadro M620";"windows";2.17;124569
488;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";"  GeForce GTX 1050";"windows";2.06;101179
489;"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.36;95797
490;"Asus";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";0.91;103896
491;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"  GeForce 940MX";"windows";2.3;53919
492;"Toshiba";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";"2.70";32;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.05;149131
493;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050";"windows";1.99;71928
494;"Acer";"Notebook";15.6;1366;768;0;"AMD";"A10-Series 9620P";"2.50";8;"HDD";"1024";"0";"AMD";"  Radeon RX 540";"windows";2.2;30849
495;"Asus";"Gaming";17.3;1920;1080;1;"Intel";"Core i7";"2.60";24;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 965M";"windows";4.33;67612
496;"Lenovo";"Ultrabook";12.5;1366;768;0;"Intel";"Core i5";"2.30";8;"SSD";"180";"0";"Intel";"  HD Graphics 520";"windows";1.3;58555
497;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"  UHD Graphics 620";"windows";2.17;47893
498;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"1024";"0";"Intel";"  HD Graphics 620";"windows";1.48;93187
499;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";"2.40";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.4;50563
500;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";2.3;48538
501;"Asus";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"64";"0";"Intel";"  HD Graphics 500";"windows";1.2;18115
502;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"AMD";"  Radeon 520";"windows";1.91;32980
503;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i5";"1.60";8;"SSD";"256";"0";"Intel";"  UHD Graphics 620";"windows";1.4;85195
